checking_status,duration_months,credit_history,purpose,credit_amount,savings_status,employment_since,installment_rate_pct,personal_status_sex,other_debtors,residence_since,property_magnitude,age,other_installment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,is_high_risk
200_DM_o_mas,15,cuenta_critica_otros_bancos,radio_tv,1271,desconocido_sin_cuenta_ahorro,1_a_4_anios,3,hombre_soltero,ninguno,4,desconocido_sin_propiedad,39,ninguno,gratuita,2,empleado_cualificado,1,si,si,1
sin_cuenta_corriente,24,pagados_hasta_ahora,coche_nuevo,1393,menos_de_100_DM,1_a_4_anios,2,hombre_soltero,avalista,2,inmueble,31,ninguno,propia,1,empleado_cualificado,1,si,si,0
menos_de_0_DM,12,cuenta_critica_otros_bancos,coche_nuevo,691,menos_de_100_DM,7_anios_o_mas,4,hombre_soltero,ninguno,3,seguro_vida_o_similar,35,ninguno,propia,2,empleado_cualificado,1,no,si,1
sin_cuenta_corriente,15,cuenta_critica_otros_bancos,coche_nuevo,5045,desconocido_sin_cuenta_ahorro,7_anios_o_mas,1,mujer_divorciada_separada_casada,ninguno,4,coche_u_otro,59,ninguno,propia,1,empleado_cualificado,1,si,si,0
menos_de_0_DM,18,cuenta_critica_otros_bancos,mobiliario,2124,menos_de_100_DM,1_a_4_anios,4,mujer_divorciada_separada_casada,ninguno,4,inmueble,24,ninguno,alquiler,2,,1,no,si,1
menos_de_0_DM,12,pagados_hasta_ahora,radio_tv,2214,menos_de_100_DM,1_a_4_anios,4,hombre_soltero,ninguno,3,seguro_vida_o_similar,24,ninguno,propia,1,no_cualificado_residente,1,no,si,0
sin_cuenta_corriente,21,cuenta_critica_otros_bancos,coche_nuevo,12680,desconocido_sin_cuenta_ahorro,7_anios_o_mas,4,hombre_soltero,ninguno,4,desconocido_sin_propiedad,30,ninguno,gratuita,1,directivo_autonomo_alta_cualificacion,1,si,si,1
sin_cuenta_corriente,24,cuenta_critica_otros_bancos,coche_nuevo,2463,100_a_500_DM,4_a_7_anios,4,hombre_casado_viudo,ninguno,3,seguro_vida_o_similar,27,ninguno,propia,2,empleado_cualificado,1,si,si,0
0_a_200_DM,12,pagados_hasta_ahora,radio_tv,1155,menos_de_100_DM,7_anios_o_mas,3,hombre_casado_viudo,avalista,3,inmueble,40,banco,propia,2,no_cualificado_residente,1,no,si,0
menos_de_0_DM,30,pagados_hasta_ahora,mobiliario,3108,menos_de_100_DM,menos_de_1_anio,2,hombre_divorciado_separado,ninguno,4,seguro_vida_o_similar,31,ninguno,propia,1,no_cualificado_residente,1,no,si,1
sin_cuenta_corriente,10,pagados_hasta_ahora,coche_usado,2901,desconocido_sin_cuenta_ahorro,menos_de_1_anio,1,mujer_divorciada_separada_casada,ninguno,4,inmueble,31,ninguno,alquiler,1,empleado_cualificado,1,no,si,0
0_a_200_DM,12,cuenta_critica_otros_bancos,mobiliario,3617,menos_de_100_DM,7_anios_o_mas,1,hombre_soltero,ninguno,4,coche_u_otro,28,ninguno,alquiler,3,empleado_cualificado,1,si,si,0
sin_cuenta_corriente,12,cuenta_critica_otros_bancos,radio_tv,1655,menos_de_100_DM,7_anios_o_mas,2,hombre_soltero,ninguno,4,inmueble,63,ninguno,propia,2,no_cualificado_residente,1,si,si,0
menos_de_0_DM,24,pagados_hasta_ahora,coche_usado,2812,desconocido_sin_cuenta_ahorro,7_anios_o_mas,2,mujer_divorciada_separada_casada,ninguno,4,inmueble,26,ninguno,alquiler,1,empleado_cualificado,1,no,si,0
menos_de_0_DM,36,cuenta_critica_otros_bancos,educacion,8065,menos_de_100_DM,1_a_4_anios,3,mujer_divorciada_separada_casada,ninguno,2,desconocido_sin_propiedad,25,ninguno,propia,2,directivo_autonomo_alta_cualificacion,1,si,si,1
sin_cuenta_corriente,21,cuenta_critica_otros_bancos,coche_usado,3275,menos_de_100_DM,7_anios_o_mas,1,hombre_soltero,ninguno,4,coche_u_otro,36,ninguno,propia,1,directivo_autonomo_alta_cualificacion,1,si,si,0
sin_cuenta_corriente,24,cuenta_critica_otros_bancos,radio_tv,2223,100_a_500_DM,7_anios_o_mas,4,hombre_soltero,ninguno,4,seguro_vida_o_similar,52,banco,propia,2,empleado_cualificado,1,no,si,0
200_DM_o_mas,12,cuenta_critica_otros_bancos,coche_nuevo,1480,500_a_1000_DM,desempleado,2,hombre_soltero,ninguno,4,desconocido_sin_propiedad,66,banco,gratuita,3,no_cualificado_no_residente,1,no,si,0
menos_de_0_DM,24,pagados_hasta_ahora,coche_nuevo,1371,desconocido_sin_cuenta_ahorro,1_a_4_anios,4,mujer_divorciada_separada_casada,ninguno,4,inmueble,25,ninguno,alquiler,1,empleado_cualificado,1,no,si,1
sin_cuenta_corriente,36,cuenta_critica_otros_bancos,coche_nuevo,3535,menos_de_100_DM,4_a_7_anios,4,hombre_soltero,ninguno,4,coche_u_otro,37,ninguno,propia,2,empleado_cualificado,1,si,si,0
menos_de_0_DM,18,pagados_hasta_ahora,radio_tv,3509,menos_de_100_DM,4_a_7_anios,4,mujer_divorciada_separada_casada,avalista,1,inmueble,25,ninguno,propia,1,empleado_cualificado,1,no,si,0
sin_cuenta_corriente,36,cuenta_critica_otros_bancos,coche_usado,5711,1000_DM_o_mas,7_anios_o_mas,4,hombre_soltero,ninguno,2,coche_u_otro,38,ninguno,propia,2,directivo_autonomo_alta_cualificacion,1,si,si,0
0_a_200_DM,18,pagados_hasta_ahora,reparaciones,3872,menos_de_100_DM,desempleado,2,mujer_divorciada_separada_casada,ninguno,4,coche_u_otro,67,ninguno,propia,1,empleado_cualificado,1,si,si,0
0_a_200_DM,39,cuenta_critica_otros_bancos,radio_tv,4933,menos_de_100_DM,4_a_7_anios,2,hombre_soltero,avalista,2,inmueble,25,ninguno,propia,2,empleado_cualificado,1,no,si,1
sin_cuenta_corriente,24,cuenta_critica_otros_bancos,coche_nuevo,1940,1000_DM_o_mas,7_anios_o_mas,4,hombre_soltero,ninguno,4,inmueble,60,ninguno,propia,1,empleado_cualificado,1,si,si,0
0_a_200_DM,12,sin_creditos_previos,reciclaje_profesional,1410,menos_de_100_DM,1_a_4_anios,2,hombre_soltero,ninguno,2,inmueble,31,ninguno,propia,1,no_cualificado_residente,1,si,si,0
0_a_200_DM,12,pagados_hasta_ahora,coche_nuevo,836,100_a_500_DM,menos_de_1_anio,4,mujer_divorciada_separada_casada,ninguno,2,seguro_vida_o_similar,23,banco,propia,1,no_cualificado_residente,1,no,si,1
0_a_200_DM,20,pagados_hasta_ahora,coche_usado,6468,desconocido_sin_cuenta_ahorro,desempleado,1,hombre_divorciado_separado,ninguno,4,inmueble,60,ninguno,propia,1,directivo_autonomo_alta_cualificacion,1,si,si,0
0_a_200_DM,18,pagados_hasta_ahora,negocio,1941,1000_DM_o_mas,1_a_4_anios,4,hombre_soltero,ninguno,2,seguro_vida_o_similar,35,ninguno,propia,1,no_cualificado_residente,1,si,si,0
sin_cuenta_corriente,22,pagados_hasta_ahora,radio_tv,2675,500_a_1000_DM,7_anios_o_mas,3,hombre_soltero,ninguno,4,coche_u_otro,40,ninguno,propia,1,empleado_cualificado,1,no,si,0
0_a_200_DM,48,retraso_en_pagos_previos,educacion,6224,menos_de_100_DM,7_anios_o_mas,4,hombre_soltero,ninguno,4,desconocido_sin_propiedad,50,ninguno,gratuita,1,empleado_cualificado,1,no,si,1
menos_de_0_DM,40,cuenta_critica_otros_bancos,educacion,5998,menos_de_100_DM,1_a_4_anios,4,hombre_soltero,ninguno,3,desconocido_sin_propiedad,27,banco,propia,1,empleado_cualificado,1,si,si,1
0_a_200_DM,21,pagados_hasta_ahora,negocio,1188,menos_de_100_DM,7_anios_o_mas,2,mujer_divorciada_separada_casada,ninguno,4,seguro_vida_o_similar,39,ninguno,propia,1,empleado_cualificado,2,no,si,1
sin_cuenta_corriente,24,pagados_hasta_ahora,coche_usado,6313,desconocido_sin_cuenta_ahorro,7_anios_o_mas,3,hombre_soltero,ninguno,4,coche_u_otro,41,ninguno,propia,1,directivo_autonomo_alta_cualificacion,2,si,si,0
sin_cuenta_corriente,6,cuenta_critica_otros_bancos,mobiliario,1221,desconocido_sin_cuenta_ahorro,1_a_4_anios,1,hombre_casado_viudo,ninguno,2,seguro_vida_o_similar,27,ninguno,propia,2,empleado_cualificado,1,no,si,0
200_DM_o_mas,24,pagados_hasta_ahora,mobiliario,2892,menos_de_100_DM,7_anios_o_mas,3,hombre_divorciado_separado,ninguno,4,desconocido_sin_propiedad,51,ninguno,gratuita,1,empleado_cualificado,1,no,si,0
sin_cuenta_corriente,24,pagados_hasta_ahora,mobiliario,3062,500_a_1000_DM,7_anios_o_mas,4,hombre_soltero,ninguno,3,desconocido_sin_propiedad,32,ninguno,alquiler,1,empleado_cualificado,1,si,si,0
sin_cuenta_corriente,9,pagados_hasta_ahora,mobiliario,2301,100_a_500_DM,menos_de_1_anio,2,mujer_divorciada_separada_casada,ninguno,4,seguro_vida_o_similar,22,ninguno,alquiler,1,empleado_cualificado,1,no,si,0
menos_de_0_DM,18,pagados_hasta_ahora,coche_usado,7511,desconocido_sin_cuenta_ahorro,7_anios_o_mas,1,hombre_soltero,ninguno,4,seguro_vida_o_similar,51,ninguno,gratuita,1,empleado_cualificado,2,si,si,1
sin_cuenta_corriente,12,cuenta_critica_otros_bancos,mobiliario,1258,menos_de_100_DM,menos_de_1_anio,2,mujer_divorciada_separada_casada,ninguno,4,seguro_vida_o_similar,22,ninguno,alquiler,2,no_cualificado_residente,1,no,si,0
sin_cuenta_corriente,24,retraso_en_pagos_previos,coche_nuevo,717,desconocido_sin_cuenta_ahorro,7_anios_o_mas,4,hombre_casado_viudo,ninguno,4,coche_u_otro,54,ninguno,propia,2,empleado_cualificado,1,si,si,0
0_a_200_DM,9,pagados_hasta_ahora,coche_nuevo,1549,desconocido_sin_cuenta_ahorro,menos_de_1_anio,4,hombre_soltero,ninguno,2,inmueble,35,ninguno,propia,1,no_cualificado_no_residente,1,no,si,0
sin_cuenta_corriente,24,cuenta_critica_otros_bancos,educacion,1597,menos_de_100_DM,7_anios_o_mas,4,hombre_soltero,ninguno,4,desconocido_sin_propiedad,54,ninguno,gratuita,2,empleado_cualificado,2,no,si,0
0_a_200_DM,18,cuenta_critica_otros_bancos,radio_tv,1795,menos_de_100_DM,7_anios_o_mas,3,mujer_divorciada_separada_casada,avalista,4,inmueble,48,banco,alquiler,2,no_cualificado_residente,1,si,si,0
menos_de_0_DM,20,cuenta_critica_otros_bancos,mobiliario,4272,menos_de_100_DM,7_anios_o_mas,1,mujer_divorciada_separada_casada,ninguno,4,seguro_vida_o_similar,24,ninguno,propia,2,empleado_cualificado,1,no,si,0
sin_cuenta_corriente,12,cuenta_critica_otros_bancos,radio_tv,976,desconocido_sin_cuenta_ahorro,7_anios_o_mas,4,hombre_soltero,ninguno,4,coche_u_otro,35,ninguno,propia,2,empleado_cualificado,1,no,si,0
0_a_200_DM,12,pagados_hasta_ahora,coche_nuevo,7472,desconocido_sin_cuenta_ahorro,desempleado,1,mujer_divorciada_separada_casada,ninguno,2,inmueble,24,ninguno,,1,no_cualificado_no_residente,1,no,si,0
menos_de_0_DM,36,pagados_hasta_ahora,coche_nuevo,9271,menos_de_100_DM,4_a_7_anios,2,hombre_soltero,ninguno,1,coche_u_otro,24,ninguno,propia,1,empleado_cualificado,1,si,si,1
0_a_200_DM,6,pagados_hasta_ahora,radio_tv,590,menos_de_100_DM,menos_de_1_anio,3,hombre_casado_viudo,ninguno,3,inmueble,26,ninguno,propia,1,no_cualificado_residente,1,no,no,0
sin_cuenta_corriente,12,cuenta_critica_otros_bancos,radio_tv,930,desconocido_sin_cuenta_ahorro,7_anios_o_mas,4,hombre_soltero,ninguno,4,inmueble,65,ninguno,propia,4,empleado_cualificado,1,no,si,0
0_a_200_DM,42,todos_pagados_en_este_banco,coche_usado,9283,menos_de_100_DM,desempleado,1,hombre_soltero,ninguno,2,desconocido_sin_propiedad,55,banco,gratuita,1,directivo_autonomo_alta_cualificacion,1,si,si,0
0_a_200_DM,15,sin_creditos_previos,coche_nuevo,1778,menos_de_100_DM,menos_de_1_anio,2,mujer_divorciada_separada_casada,ninguno,1,inmueble,26,ninguno,alquiler,2,no_cualificado_no_residente,1,no,si,1
0_a_200_DM,8,pagados_hasta_ahora,negocio,907,menos_de_100_DM,menos_de_1_anio,3,hombre_casado_viudo,ninguno,2,inmueble,26,ninguno,propia,1,empleado_cualificado,1,si,si,0
0_a_200_DM,6,pagados_hasta_ahora,radio_tv,484,menos_de_100_DM,4_a_7_anios,3,hombre_casado_viudo,avalista,3,inmueble,28,banco,propia,1,no_cualificado_residente,1,no,si,0
menos_de_0_DM,36,cuenta_critica_otros_bancos,coche_usado,9629,menos_de_100_DM,4_a_7_anios,4,hombre_soltero,ninguno,4,coche_u_otro,24,ninguno,propia,2,empleado_cualificado,1,si,si,1
menos_de_0_DM,48,pagados_hasta_ahora,electrodomesticos,3051,menos_de_100_DM,1_a_4_anios,3,hombre_soltero,ninguno,4,coche_u_otro,54,ninguno,propia,1,empleado_cualificado,1,no,si,1
menos_de_0_DM,48,pagados_hasta_ahora,coche_nuevo,3931,menos_de_100_DM,4_a_7_anios,4,hombre_soltero,ninguno,4,desconocido_sin_propiedad,46,ninguno,gratuita,1,empleado_cualificado,2,no,si,1
0_a_200_DM,36,retraso_en_pagos_previos,coche_nuevo,7432,menos_de_100_DM,1_a_4_anios,2,mujer_divorciada_separada_casada,ninguno,2,seguro_vida_o_similar,54,,alquiler,1,empleado_cualificado,1,no,si,0
sin_cuenta_corriente,6,pagados_hasta_ahora,electrodomesticos,1338,500_a_1000_DM,1_a_4_anios,1,hombre_divorciado_separado,ninguno,4,inmueble,62,ninguno,propia,1,empleado_cualificado,1,no,si,0
sin_cuenta_corriente,6,cuenta_critica_otros_bancos,radio_tv,1554,menos_de_100_DM,4_a_7_anios,1,mujer_divorciada_separada_casada,ninguno,2,coche_u_otro,24,ninguno,alquiler,2,empleado_cualificado,1,si,si,0
menos_de_0_DM,36,pagados_hasta_ahora,otros,15857,menos_de_100_DM,desempleado,2,hombre_divorciado_separado,codeudor,3,coche_u_otro,43,ninguno,propia,1,directivo_autonomo_alta_cualificacion,1,no,si,0
menos_de_0_DM,,pagados_hasta_ahora,radio_tv,1345,menos_de_100_DM,1_a_4_anios,4,hombre_casado_viudo,ninguno,3,inmueble,26,banco,propia,1,empleado_cualificado,1,no,si,1
sin_cuenta_corriente,12,pagados_hasta_ahora,coche_nuevo,1101,menos_de_100_DM,1_a_4_anios,3,hombre_casado_viudo,ninguno,2,inmueble,27,ninguno,propia,2,empleado_cualificado,1,si,si,0
200_DM_o_mas,12,pagados_hasta_ahora,radio_tv,3016,menos_de_100_DM,1_a_4_anios,3,hombre_casado_viudo,ninguno,1,coche_u_otro,24,ninguno,propia,1,empleado_cualificado,1,no,si,0
menos_de_0_DM,36,pagados_hasta_ahora,mobiliario,2712,menos_de_100_DM,7_anios_o_mas,2,hombre_soltero,ninguno,2,seguro_vida_o_similar,41,banco,propia,1,empleado_cualificado,2,no,si,1
menos_de_0_DM,8,cuenta_critica_otros_bancos,coche_nuevo,731,menos_de_100_DM,7_anios_o_mas,4,hombre_soltero,ninguno,4,inmueble,47,ninguno,propia,2,no_cualificado_residente,1,no,si,0
sin_cuenta_corriente,18,cuenta_critica_otros_bancos,mobiliario,3780,menos_de_100_DM,menos_de_1_anio,3,hombre_divorciado_separado,ninguno,2,coche_u_otro,35,ninguno,propia,2,directivo_autonomo_alta_cualificacion,1,si,si,0
menos_de_0_DM,21,cuenta_critica_otros_bancos,coche_nuevo,1602,menos_de_100_DM,7_anios_o_mas,4,hombre_casado_viudo,ninguno,3,coche_u_otro,30,ninguno,propia,2,empleado_cualificado,1,si,si,0
menos_de_0_DM,18,cuenta_critica_otros_bancos,coche_nuevo,3966,menos_de_100_DM,7_anios_o_mas,1,mujer_divorciada_separada_casada,ninguno,4,inmueble,33,banco,alquiler,3,empleado_cualificado,1,si,si,1
sin_cuenta_corriente,18,sin_creditos_previos,negocio,4165,menos_de_100_DM,1_a_4_anios,2,hombre_soltero,ninguno,2,coche_u_otro,36,tiendas,propia,2,empleado_cualificado,2,no,si,1
menos_de_0_DM,36,pagados_hasta_ahora,coche_usado,8335,desconocido_sin_cuenta_ahorro,7_anios_o_mas,3,hombre_soltero,,4,desconocido_sin_propiedad,47,ninguno,gratuita,1,empleado_cualificado,1,no,si,1
0_a_200_DM,48,retraso_en_pagos_previos,negocio,6681,desconocido_sin_cuenta_ahorro,1_a_4_anios,4,hombre_soltero,ninguno,4,desconocido_sin_propiedad,38,ninguno,gratuita,1,empleado_cualificado,2,si,si,0
sin_cuenta_corriente,24,retraso_en_pagos_previos,negocio,2375,500_a_1000_DM,1_a_4_anios,4,hombre_soltero,ninguno,2,coche_u_otro,44,ninguno,propia,2,empleado_cualificado,2,si,si,0
menos_de_0_DM,18,pagados_hasta_ahora,coche_nuevo,1216,menos_de_100_DM,menos_de_1_anio,4,mujer_divorciada_separada_casada,ninguno,3,coche_u_otro,23,ninguno,alquiler,1,empleado_cualificado,1,si,si,1
menos_de_0_DM,45,sin_creditos_previos,negocio,11816,menos_de_100_DM,7_anios_o_mas,2,hombre_soltero,ninguno,4,coche_u_otro,29,ninguno,alquiler,2,empleado_cualificado,1,no,si,1
0_a_200_DM,24,pagados_hasta_ahora,radio_tv,5084,desconocido_sin_cuenta_ahorro,7_anios_o_mas,2,mujer_divorciada_separada_casada,ninguno,4,coche_u_otro,42,ninguno,propia,1,empleado_cualificado,1,si,si,0
200_DM_o_mas,15,pagados_hasta_ahora,radio_tv,2327,menos_de_100_DM,menos_de_1_anio,2,mujer_divorciada_separada_casada,ninguno,3,inmueble,25,ninguno,propia,1,no_cualificado_residente,1,no,si,1
menos_de_0_DM,12,sin_creditos_previos,coche_nuevo,1082,menos_de_100_DM,1_a_4_anios,4,hombre_soltero,ninguno,4,coche_u_otro,48,banco,propia,2,empleado_cualificado,1,no,si,1
sin_cuenta_corriente,12,pagados_hasta_ahora,radio_tv,886,desconocido_sin_cuenta_ahorro,1_a_4_anios,4,mujer_divorciada_separada_casada,ninguno,2,coche_u_otro,21,ninguno,propia,1,empleado_cualificado,1,no,si,0
sin_cuenta_corriente,4,pagados_hasta_ahora,mobiliario,601,menos_de_100_DM,menos_de_1_anio,1,mujer_divorciada_separada_casada,ninguno,3,inmueble,23,ninguno,alquiler,1,no_cualificado_residente,2,no,si,0
menos_de_0_DM,24,cuenta_critica_otros_bancos,coche_usado,2957,menos_de_100_DM,7_anios_o_mas,4,hombre_soltero,ninguno,4,seguro_vida_o_similar,63,ninguno,propia,2,empleado_cualificado,1,si,si,0
sin_cuenta_corriente,24,cuenta_critica_otros_bancos,radio_tv,2611,menos_de_100_DM,7_anios_o_mas,4,hombre_casado_viudo,codeudor,3,inmueble,46,ninguno,propia,2,empleado_cualificado,1,no,si,0
menos_de_0_DM,36,pagados_hasta_ahora,mobiliario,5179,menos_de_100_DM,4_a_7_anios,4,hombre_soltero,ninguno,2,seguro_vida_o_similar,29,ninguno,propia,1,empleado_cualificado,1,no,si,1
sin_cuenta_corriente,21,retraso_en_pagos_previos,coche_usado,2993,menos_de_100_DM,1_a_4_anios,3,hombre_soltero,ninguno,2,inmueble,28,tiendas,propia,2,no_cualificado_residente,1,no,si,0
sin_cuenta_corriente,18,pagados_hasta_ahora,reparaciones,1943,menos_de_100_DM,menos_de_1_anio,4,mujer_divorciada_separada_casada,ninguno,4,inmueble,23,ninguno,propia,1,empleado_cualificado,1,no,si,1
sin_cuenta_corriente,24,todos_pagados_en_este_banco,negocio,1559,menos_de_100_DM,4_a_7_anios,4,hombre_soltero,ninguno,4,coche_u_otro,50,banco,propia,1,empleado_cualificado,1,si,si,0
sin_cuenta_corriente,18,pagados_hasta_ahora,mobiliario,3422,menos_de_100_DM,7_anios_o_mas,4,hombre_soltero,ninguno,4,seguro_vida_o_similar,47,banco,propia,3,empleado_cualificado,2,si,si,0
0_a_200_DM,21,pagados_hasta_ahora,mobiliario,3976,desconocido_sin_cuenta_ahorro,4_a_7_anios,2,hombre_soltero,ninguno,3,coche_u_otro,35,ninguno,propia,1,empleado_cualificado,1,si,si,0
sin_cuenta_corriente,18,pagados_hasta_ahora,coche_nuevo,6761,desconocido_sin_cuenta_ahorro,1_a_4_anios,2,hombre_soltero,ninguno,4,coche_u_otro,68,ninguno,alquiler,2,empleado_cualificado,1,no,si,1
sin_cuenta_corriente,24,pagados_hasta_ahora,coche_nuevo,1249,menos_de_100_DM,menos_de_1_anio,4,hombre_casado_viudo,ninguno,2,inmueble,28,ninguno,propia,1,empleado_cualificado,1,no,si,0
menos_de_0_DM,9,pagados_hasta_ahora,radio_tv,1364,menos_de_100_DM,4_a_7_anios,3,hombre_soltero,ninguno,4,inmueble,59,ninguno,propia,1,empleado_cualificado,1,no,si,0
menos_de_0_DM,12,pagados_hasta_ahora,radio_tv,709,menos_de_100_DM,7_anios_o_mas,4,hombre_soltero,ninguno,4,inmueble,57,tiendas,propia,1,no_cualificado_residente,1,no,si,1
menos_de_0_DM,20,cuenta_critica_otros_bancos,coche_nuevo,2235,menos_de_100_DM,1_a_4_anios,4,hombre_casado_viudo,avalista,2,seguro_vida_o_similar,33,banco,alquiler,2,empleado_cualificado,1,no,no,1
sin_cuenta_corriente,24,cuenta_critica_otros_bancos,coche_usado,4042,desconocido_sin_cuenta_ahorro,4_a_7_anios,3,hombre_soltero,ninguno,4,seguro_vida_o_similar,43,ninguno,propia,2,empleado_cualificado,1,si,si,0
sin_cuenta_corriente,15,cuenta_critica_otros_bancos,radio_tv,1471,menos_de_100_DM,1_a_4_anios,4,hombre_soltero,ninguno,4,desconocido_sin_propiedad,35,ninguno,gratuita,2,empleado_cualificado,1,si,si,0
menos_de_0_DM,18,todos_pagados_en_este_banco,coche_nuevo,1442,menos_de_100_DM,4_a_7_anios,4,hombre_soltero,ninguno,4,desconocido_sin_propiedad,32,ninguno,gratuita,2,no_cualificado_residente,2,no,si,1
sin_cuenta_corriente,36,retraso_en_pagos_previos,coche_nuevo,10875,menos_de_100_DM,7_anios_o_mas,2,hombre_soltero,ninguno,2,coche_u_otro,45,ninguno,propia,2,empleado_cualificado,2,si,si,0
sin_cuenta_corriente,24,pagados_hasta_ahora,,1474,100_a_500_DM,menos_de_1_anio,4,hombre_casado_viudo,ninguno,3,inmueble,33,ninguno,propia,1,empleado_cualificado,1,si,si,0
sin_cuenta_corriente,10,pagados_hasta_ahora,reciclaje_profesional,894,desconocido_sin_cuenta_ahorro,4_a_7_anios,4,mujer_divorciada_separada_casada,ninguno,3,seguro_vida_o_similar,40,ninguno,propia,1,empleado_cualificado,1,si,si,0
sin_cuenta_corriente,15,cuenta_critica_otros_bancos,mobiliario,3343,menos_de_100_DM,1_a_4_anios,4,hombre_soltero,ninguno,2,desconocido_sin_propiedad,28,ninguno,gratuita,1,empleado_cualificado,1,si,si,0
menos_de_0_DM,15,pagados_hasta_ahora,coche_nuevo,3959,menos_de_100_DM,1_a_4_anios,3,mujer_divorciada_separada_casada,ninguno,2,seguro_vida_o_similar,29,ninguno,propia,1,empleado_cualificado,1,si,si,1
sin_cuenta_corriente,9,pagados_hasta_ahora,coche_nuevo,3577,100_a_500_DM,1_a_4_anios,1,hombre_soltero,avalista,2,inmueble,26,ninguno,alquiler,1,empleado_cualificado,2,no,no,0
sin_cuenta_corriente,24,cuenta_critica_otros_bancos,coche_usado,5804,1000_DM_o_mas,1_a_4_anios,4,hombre_soltero,ninguno,2,inmueble,27,ninguno,propia,2,empleado_cualificado,1,no,si,0
sin_cuenta_corriente,18,retraso_en_pagos_previos,negocio,2169,menos_de_100_DM,1_a_4_anios,4,hombre_casado_viudo,ninguno,2,coche_u_otro,28,ninguno,propia,1,empleado_cualificado,1,si,si,1
menos_de_0_DM,24,pagados_hasta_ahora,radio_tv,2439,menos_de_100_DM,menos_de_1_anio,4,mujer_divorciada_separada_casada,ninguno,4,inmueble,35,ninguno,propia,1,empleado_cualificado,1,si,si,1
sin_cuenta_corriente,27,cuenta_critica_otros_bancos,mobiliario,4526,1000_DM_o_mas,menos_de_1_anio,4,hombre_soltero,ninguno,2,inmueble,32,tiendas,propia,2,no_cualificado_residente,2,si,si,0
sin_cuenta_corriente,10,pagados_hasta_ahora,mobiliario,2210,menos_de_100_DM,1_a_4_anios,2,hombre_soltero,ninguno,2,inmueble,25,banco,alquiler,1,no_cualificado_residente,1,no,si,1
sin_cuenta_corriente,15,pagados_hasta_ahora,mobiliario,2221,500_a_1000_DM,1_a_4_anios,2,mujer_divorciada_separada_casada,ninguno,4,coche_u_otro,20,ninguno,alquiler,1,empleado_cualificado,1,no,si,0
menos_de_0_DM,18,pagados_hasta_ahora,radio_tv,2389,menos_de_100_DM,menos_de_1_anio,4,mujer_divorciada_separada_casada,ninguno,1,coche_u_otro,27,tiendas,propia,1,empleado_cualificado,1,no,si,0
sin_cuenta_corriente,12,cuenta_critica_otros_bancos,mobiliario,3331,menos_de_100_DM,7_anios_o_mas,2,hombre_soltero,ninguno,4,seguro_vida_o_similar,42,tiendas,propia,1,empleado_cualificado,1,no,si,0
sin_cuenta_corriente,36,pagados_hasta_ahora,negocio,7409,desconocido_sin_cuenta_ahorro,7_anios_o_mas,3,hombre_soltero,ninguno,2,seguro_vida_o_similar,37,ninguno,propia,2,empleado_cualificado,1,no,si,0
menos_de_0_DM,12,pagados_hasta_ahora,mobiliario,652,menos_de_100_DM,7_anios_o_mas,4,mujer_divorciada_separada_casada,ninguno,4,seguro_vida_o_similar,24,ninguno,alquiler,1,empleado_cualificado,1,no,si,0
sin_cuenta_corriente,36,retraso_en_pagos_previos,mobiliario,7678,500_a_1000_DM,4_a_7_anios,2,mujer_divorciada_separada_casada,ninguno,4,coche_u_otro,40,ninguno,propia,2,empleado_cualificado,1,si,si,0
200_DM_o_mas,6,cuenta_critica_otros_bancos,coche_nuevo,1343,menos_de_100_DM,7_anios_o_mas,1,hombre_soltero,ninguno,4,inmueble,46,ninguno,propia,2,empleado_cualificado,2,no,no,0
menos_de_0_DM,24,cuenta_critica_otros_bancos,negocio,1382,100_a_500_DM,4_a_7_anios,4,hombre_soltero,ninguno,1,inmueble,26,ninguno,propia,2,empleado_cualificado,1,si,si,0
sin_cuenta_corriente,15,pagados_hasta_ahora,electrodomesticos,874,desconocido_sin_cuenta_ahorro,menos_de_1_anio,4,mujer_divorciada_separada_casada,ninguno,1,inmueble,24,ninguno,propia,1,empleado_cualificado,1,no,si,0
menos_de_0_DM,12,pagados_hasta_ahora,mobiliario,3590,menos_de_100_DM,1_a_4_anios,2,hombre_soltero,codeudor,2,seguro_vida_o_similar,29,ninguno,propia,1,no_cualificado_residente,2,no,si,0
0_a_200_DM,11,cuenta_critica_otros_bancos,coche_nuevo,1322,1000_DM_o_mas,1_a_4_anios,4,mujer_divorciada_separada_casada,ninguno,4,coche_u_otro,40,ninguno,propia,2,empleado_cualificado,1,no,si,0
menos_de_0_DM,18,todos_pagados_en_este_banco,radio_tv,1940,menos_de_100_DM,menos_de_1_anio,3,hombre_soltero,codeudor,4,desconocido_sin_propiedad,36,banco,gratuita,1,directivo_autonomo_alta_cualificacion,1,si,si,0
sin_cuenta_corriente,36,pagados_hasta_ahora,radio_tv,3595,menos_de_100_DM,7_anios_o_mas,4,hombre_soltero,ninguno,2,coche_u_otro,28,ninguno,propia,1,empleado_cualificado,1,no,si,0
menos_de_0_DM,9,pagados_hasta_ahora,coche_nuevo,1422,menos_de_100_DM,menos_de_1_anio,3,hombre_soltero,ninguno,2,desconocido_sin_propiedad,27,ninguno,gratuita,1,directivo_autonomo_alta_cualificacion,1,si,si,1
